Borough,Site Name,Site Address,Postcode,Type of Site,Grid ref easting,Grid ref northing,Open to Public,Opening times,Site Ref
Hounslow,Nazareth House Convent and Grounds,"Richmond Road, Isleworth",TW7,Institutional Grounds,516567,175545,No,private,HOU036
Hounslow,New Brentford Cemetery,"Sutton Lane, Hounslow",TW3,Cemetery,512910,176149,Yes,9am - 4pm (Nov-Feb); - 5.30pm (Mar/Oct);  - 7pm (Apr/May/Aug/Sept); - 8pm (Jun/July). Xmas Day 9am-2pm,HOU037
Hounslow,Osterley Park *,"Osterley Lane/Jersey Road, Isleworth",TW7 4RB,Public Park,514410,178460,Yes,Grounds 9am-7.30pm or sunset (Stableyard Information Point 9am-5pm daily). House 31 Mar-4 Nov Wed-Sun 1-4.30-m.,HOU038
Hounslow,Rectory Meadow,Park Road/Country Way,TW13,Public Open Land,511570,171670,Yes,8am - dusk,HOU039
Hounslow,Redlees Park,"Twickenham Road,/Worton Road, Isleworth",TW7 6DW,Public Park,515963,175425,Yes,8am - dusk,HOU040
Hounslow,Silverhall Park,"Twickenham Road/North Road/Mill Plat, Isleworth",TW7,Public Park,516310,175990,Yes,8am - dusk,HOU049
Hounslow,South West Middlesex Crematorium,"Hounslow Road/Hanworth Road, Hanworth",TW13 5JH,Cemetery,512127,173229,Yes,main gate closed at 5pm (cars),HOU050
Hounslow,"St Dunstan's Churchyard, Feltham","St Dunstan's Road. High Street, Feltham",TW13,Churchyard,509860,172250,Yes,unrestricted. Church Centre Mon-Fri 9am-12; Wed 6.30-8pm,HOU041
Hounslow,St Dunstan's Park,High Street/Bedfont Road,TW13,Public Park,509780,172250,Yes,unrestricted,HOU042
Hounslow,St George's Churchyard,"Castle Way, Hanworth Park",TW13,Churchyard,511260,171890,Yes,unrestricted,HOU043
Hounslow,St John the Baptist Church,"St John's Road, Isleworth",TW7 6NY,Churchyard,515569,176171,Yes,unrestricted,HOU043a
Hounslow,St Lawrence's Churchyard,"Augustus Close/High Street, Brentford",TW8,Churchyard,517450,177270,No,fenced off,HOU044
Hounslow,St Leonard's Churchyard and Heston Cemetery,"Heston Road, Heston",TW5 0RD,Churchyard,513180,177540,Yes,unrestricted,HOU045
Hounslow,"St Mary-the-Virgin Churchyard, Bedfont","Hatton Road, East Bedfont",TW14,Churchyard,508480,173680,Yes,unrestricted,HOU046
Hounslow,St Nicholas' Churchyard and Chiswick Old Cemetery,"Church Street/Corney Road/Powell's Walk, Chiswick",W4 2PH,Cemetery,521450,177620,Yes,churchyard unrestricted. Cemetery: 9am - 4pm (Nov-Feb); - 5.30pm (Mar/Oct); - 7pm (Apr/May/Aug/Sept); - 8pm (Jun/July); Christmas Day - 2pm.,HOU047
Hounslow,St Paul's Recreation Ground,"Lateward Road/St Paul's Road/Albany Road, Brentford",TW8,Public Park,517840,177650,Yes,8am - dusk,HOU048
Hounslow,Stamford Brook Common,Stamford Brook Avenue/Stamford Brook Road/Southside,W6,Public Park,521791,179083,Yes,8am - dusk,HOU051
Hounslow,Strawberry House *,Chiswick Mall,W4,Private Garden,521860,178070,No,private,HOU052
Hounslow,Sutton Court,"off Sutton Court Road, Chiswick",W4 3EE,Private Garden,520300,177752,Occasionally,"Has opened for OGSW. Otherwise private, keyholders only",HOU053
Hounslow,Syon Park *,"London Road, Brentford",TW8 8JF,Private Open Land,517230,176640,Yes,"Gardens: Apr- Oct 10.30am-4pm daily. Nov- March weekends 10.30am-3pm. House: mid Mar-end Oct 11am-5pm Wed, Thur, Sun, BH Mons.",HOU054
Hounslow,The Duke of Northumberland's River (Isleworth Section),"Access: Mereway Road/Chertsey Road/Whitton Road/Mogden Lane/Worton Road/St John's Road/Twickenham Road/Church Street, Isleworth",TW2 6RF to TW7 6DY,Other,514950,173300,Yes,unrestricted,HOU019a
Hounslow,Tudor Court,"Castle Way, Feltham",TW13,Private Garden,511265,171802,No,private,HOU055
Hounslow,Turnham Green,Chiswick High Road/Heathfield Terrace/Town Hall Avenue,W4,Public Open Land,520494,178414,Yes,unrestricted,HOU056
Hounslow,Walpole House *,Chiswick Mall,W4,Private Garden,521830,178070,Occasionally,"Has opened National Gardens Scheme, otherwise private",HOU057
Hounslow,Waterman's Park,Brentford High Street,TW8,Public Park,518460,177790,Yes,8am - dusk,HOU058
Islington,Alwyne Square,Alwyne Square,N1,Garden Square,532116,184795,No,private (visible from exterior),ISL001
Islington,Andersons Square,Gaskin Street,N1,Housing/Estate Landscaping,531717,183734,Yes,private but publicly accessible,ISL002
Islington,Annett's Crescent,Annett's Crescent/Essex Road,N1,Garden Square;,532327,184259,Yes,8am - dusk,ISL003
Islington,Arlington Square,Arlington Square,N1,Garden Square;,532404,183601,Yes,8am - dusk,ISL004
Islington,Artillery Garden,City Road/Bunhill Row,EC1Y 2BQ,Institutional Grounds,532709,182052,No,private,ISL005
Islington,Arundel Square,Arundel Square,N7,Garden Square;,531145,184583,Yes,8am - dusk,ISL006
Islington,Aubert Court,Aubert Park/Avenell Road,N5 1BL,Housing/Estate Landscaping,531700,185850,No,private,ISL007
Islington,Barnard Park and Barnard Park Extension,Copenhagen Street,N1 0ER,Public Park,531064,183683,Yes,"8am - sunset, open 365 days a year",ISL007a
Islington,Barnsbury Square,Barnsbury Square,N1 1JL,Garden Square;,531117,184241,Yes,8am - dusk,ISL008
Islington,Barnsbury Wood,Crescent Street,N1 1BW,Public Open Land,530848,184217,Yes,"Tuesdays 2 - 4pm; Saturdays from July-Sept 2 - 4pm + access by arrangement, plus open days",ISL009
Islington,Bartholomew Square,"Bartholomew Square, near Old Street",EC1,Public Gardens,532425,182473,Yes,appears to be unrestricted,ISL010
Islington,Battishill Street Gardens,Battishill Street/Napier Terrace,N1,Public Gardens,531580,184050,Yes,8am - dusk,ISL011
Islington,Biddestone Park,"Holloway Road, Biddestone Road",N7 9FU,Public Park,530822,185575,Yes,unrestricted,ISL011a
Islington,Bunhill Fields Burial Ground *,City Road/Bunhill Row,EC1,Cemetery;,532691,182258,Yes,"Mon-Fri 7.30am (9.30am Sat/Sun/BH) - 4pm (Oct-March)/7pm (April-Sept). Closed Xmas Day, Boxing Day, New Year's Day",ISL012
Islington,Caledonian Park,Market Road,N7,Public Park,530218,184757,Yes,8am - dusk,ISL013
Islington,Canonbury Square,Canonbury Square/Canonbury Road,N1 2AW,Garden Square;,531826,184453,Yes,8am - dusk,ISL015
Islington,"Canonbury Tower, Canonbury Estate",Canonbury Place,N1 2NQ,Private Garden,531950,184520,Occasionally,Guided tours of Canonbury Tower by Islington Guides (contact via e-mail on info@ciga.org.uk),ISL016
Islington,Charterhouse Precincts (Charterhouse Square and The Charterhouse),Charterhouse Square/Carthusian Street/Charterhouse Street,EC1M 6AN,Private Garden;,531920,182000,Yes,Charterhouse Square Gardens Tues-Sun 11am-5pm; Museum open 11am-4.45pm,ISL017
Islington,Christ Church Highbury with St John and St Saviour,"Highbury Grove, Highbury Barn",N5 1SA,Churchyard,531910,185460,Yes,unrestricted,ISL018
Islington,Claremont Close,Claremont Square,N1,Housing/Estate Landscaping,531370,183110,No,"private, front garden area visible",ISL019
Islington,Claremont Square Reservoir,Claremont Square,N1,Private Open Land,531168,183061,No,no access,ISL020
Islington,Clerkenwell Green,Clerkenwell Green,EC1,Public Open Land,531530,182130,Yes,unrestricted,ISL021
Islington,"Cloister Garden, Priory Church of the Order of St John of Jerusalem","St John's Square, Clerkenwell",EC1M 4DA,Private Garden,531700,182150,Yes,"Museum of the Order of St John: Mon-Sat 10am-5pm, but check museum website for church and garden opening times",ISL021a
Islington,Cloudesley Square,Cloudesley Square,N1 0HT,Public Gardens,531306,183747,Yes,unrestricted,ISL022
Islington,Compton Terrace Garden,Upper Street,N1 2XE,Public Gardens,531635,184560,Yes,8am - dusk,ISL023
Islington,Crouch Hill Park,"Crouch Hill/Hillrise Road/Warltersville Road, Crouch Hill",N8 9EG,Public Park,530110,187730,Yes,unrestricted,ISL024
Islington,Culpeper Community Garden,"Dignum Street, off Cloudesley Road",N1 0EJ,Community Garden,531190,183479,Yes,Mon-Sun 10am-6pm (or dusk),ISL024a
Islington,Dallington School Playground,Seward Street,EC1V 3RF,Institutional Grounds,532000,182480,No,private/school use only,ISL025
Islington,Dalmeny Park,Dalmeny Road,N7,Public Park,529797,185798,Yes,8am - dusk,ISL026
Islington,Dartmouth Park and Dartmouth Park Hill Reservoirs,Dartmouth Park Hill/Bickerton Road,N19,Public Park,529040,186390,Yes,8am - dusk,ISL027
Islington,Duncan Terrace Garden and Colebrooke Row Gardens,Duncan Terrace and Colebrooke Row,N1,Public Gardens,531632,183260,Yes,part unrestricted. Part: 8am - dusk,ISL028
Islington,Edward Square,Copenhagen Street/Caledonian Road,N1,Public Park,530639,183583,Yes,8am - dusk,ISL029
Islington,"Elthorne Park, including Noel-Baker Peace Garden","Hazellville Road, Hornsey Rise, Sunnyside Road, Beaumont Rise",N19 3NF,Public Park,529996,187408,Yes,unrestricted to most of the park. The Peace Garden is open in daytime hours.,ISL029a
Islington,Finsbury Square,Finsbury Square,EC2,Public Gardens,532855,181965,Yes,"8am - dusk. Bowling Green: from Tuesday after first bank holiday in May until 30 September

 end Apr - early Oct; Mon-Fri 12-8pm",ISL030
Islington,Fortune Street Park,Fortune Street/Golden Lane,EC1,Public Gardens,532340,182070,Yes,8am - dusk,ISL031
Islington,Freightliners Farm,Sheringham Road,N7 8PF,Other,531095,184926,Yes,Autumn/winter 10am-4pm; spring/summer 10am-4.45pm. Closed Mondays apart from Bank Holidays. Closed Christmas week.,ISL031a
Islington,Gibson Square,Gibson Square,N1,Garden Square;,531476,183836,Yes,8am - dusk,ISL032
Islington,Gillespie Park and Nature Reserve,"Drayton Park, Gillespie Road, Quill Street, Seven Sisters Road",N5 1LP,Public Park,531365,186160,Yes,8.00am - dusk,ISL032a
Islington,Granville Square,Granville Square/Lloyd Baker Street,WC1,Garden Square;,530959,182659,Yes,8am - dusk,ISL033
Islington,Highbury Fields,Highbury Crescent/Highbury Grove/Highbury Place/Highbury Terrace/Baalbec Road,N5,Public Park,531730,185120,Yes,unrestricted [playground in south 8am - dusk],ISL034
Islington,Highbury Park Terrace,Highbury Park,N5,Private Garden,531943,185723,Yes,unrestricted,ISL035
Islington,Highbury Quadrant Congregational Church,Highbury Quadrant,N5 2TE,Private Garden,532110,186140,Occasionally,gate locked but may be open when church in use,ISL036
Islington,Highbury Quadrant Estate,Highbury New Park/Highbury Quadrant,N5,Housing/Estate Landscaping,532230,186110,Yes,unrestricted,ISL037
Islington,Highbury Roundabout and Highbury Corner Garden,"Highbury Corner, Islington",N1,Public Open Land,531650,184690,No,visible from surrounding roads,ISL037a
Islington,Holford Gardens,off Percy Circus,WC1,Public Gardens,530930,182950,Yes,8am - dusk,ISL038
Islington,Holly Park Estate,Holly Park/Crouch Hill,N4,Housing/Estate Landscaping,530560,187640,Yes,"for residents use, although there is public access through the estate",ISL039
Islington,Islington Green,Upper Street/Essex Road/Islington Green,N1,Public Gardens,531657,183624,Yes,8am - dusk,ISL040
Islington,John Spencer Square,Prior Bolton Street,N1,Housing/Estate Landscaping,531892,184724,No,"private, visible",ISL042
Islington,Joseph Grimaldi Park,Pentonville Road/Rodney Street/Collier Street/Cumming Street,N1,Public Gardens,530840,183130,Yes,8am - dusk,ISL043
Islington,King Henry's Walk Garden including Docwra's Wood,11c King Henry's Walk,N1 4NX,Community Garden,533112,184942,Yes,"12pm-4pm on Saturdays all year, Sundays from May to September. Open to members every day during daylight hours",ISL043a
Islington,King Square Gardens,King Square,EC1V 8DB,Public Gardens,531985,182678,Yes,8am - dusk,ISL044
Islington,Lloyd Square,Lloyd Square/Lloyd Baker Street,WC1X 9AJ,Garden Square,531097,182769,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",ISL045
Islington,Lonsdale Square,Lonsdale Square,N1,Garden Square;,531294,183996,Yes,8am - dusk,ISL046
Islington,Market Road Gardens,Market Road,N7,Public Gardens,530463,184713,Yes,8am - dusk,ISL047
Islington,Market Road Pitches,Market Road,N7 9NT,Public Open Land,530156,184600,By appointment only,Mon-Fri 10am - 10pm; Sat/Sun 10am - 6pm,ISL047a
Islington,"Marquess Estate, including St Paul's Park",Essex Road/St Paul's Road,N1,Housing/Estate Landscaping,532593,184712,Yes,unrestricted,ISL048
Islington,Metropolitan Benefit Societies Almshouses,Balls Pond Road,N1,Private Garden,533160,184840,No,private,ISL049
Islington,Milner Square,Milner Square,N1,Garden Square;,531495,184032,Yes,8am - dusk,ISL050
Islington,"Mountfort Crescent, Barnsbury Square",Barnsbury Square,N1,Private Garden,531032,184272,No,"private, visible",ISL051
Islington,"Mountfort Terrace, Barnsbury Square",Barnsbury Square,N1,Housing/Estate Landscaping,531048,184188,Yes,"unrestricted, albeit private",ISL052
Islington,Myddelton Square Public Garden,Myddelton Square,EC1,Garden Square;,531305,182937,Yes,8am - dusk,ISL053
Islington,New River Head,Rosebery Avenue/Myddelton Passage,EC1,Housing/Estate Landscaping,531350,182777,Partially,"Garden of Nautilus Building; 8am-4pm (winter), 7pm (summer). Site visible from viewing platform",ISL054
Islington,New River Walk including Astey's Row Rock Gardens/Astey's Row Playground,"St Paul's Road/Canonbury Grove, Canonbury Villas & Astey's Row",N1 2PU,Public Park,532170,184410,Yes,8am - dusk,ISL055
Islington,Newington Green,Newington Green,N16 9PX,Public Gardens,532855,185362,Yes,8am - dusk,ISL056
Islington,Northampton Square Gardens,Northampton Square,EC1V 0HL,Public Gardens,531735,182641,Yes,8am - dusk,ISL057
Islington,Owen's Field,"Owen Street, Owen's Row",EC1V 7JX,Public Park,531567,183015,Yes,8am - dusk,ISL057a
Islington,"Packington Estate, including Packington Gardens","Arlington Avenue, adjacent to Regent's Canal",N1,Housing/Estate Landscaping,532200,183530,Yes,unrestricted to public areas,ISL058
Islington,"Paradise Park, including Martin Luther King Playground",Lough Road; Mackenzie Road,N7 8BZ,Public Park,531015,184939,Yes,8am-dusk,ISL058a
Islington,Parkland Walk,"Access: Crouch Hill, Mountview Road, Archway Road",N8/N19/N4,Public Open Land,529910,188470,Yes,unrestricted,ISL059
Islington,"Peckett Square and Taverner Square, Taverner Estate",off Highbury Park,N5,Housing/Estate Landscaping,532037,185665,No,"private, for residents use",ISL060
Islington,Penn Road Gardens,Penn Road/Caledonian Road,N7,Public Gardens,530541,185554,Yes,8am - dusk,ISL061
Islington,Percy Circus,Percy Circus,WC1,Garden Square;,530905,182831,Yes,8am - dusk,ISL062
Islington,Prebend Street Island,Prebend Street/Popham Street,N1,Public Gardens,532150,183710,Yes,unrestricted,ISL063
Islington,Quaker Gardens,Banner Street,EC1,Public Gardens,532529,182262,Yes,8am - dusk,ISL064
Islington,Radnor Street Gardens,Radnor Street/Lizard Street,EC1V 3QZ,Public Gardens,532370,182530,Yes,8am - dusk,ISL065
Islington,Regent's Canal (Islington section) including Battle Bridge Basin and City Road Basin,"West section: access at York Way, Caledonian Rd, Muriel Street. East section: access at Colebrooke Row, Danbury St, Wharf Road",N1 9RT (Canal Museum),Public Open Land,530350,183450,Yes,"London Canal Museum Tue-Sun, BH Mons 10am-4.30pm",ISL066
Islington,Rosemary Gardens,Shepperton Road/Sherborne Street/Southgate Road (near Rosemary Street),N1,Public Park,532724,183905,Yes,Part unrestricted. Part: 8am - 10pm,ISL067
Islington,Royal Northern Gardens,Manor Gardens,N7,Public Gardens,530230,186340,Yes,8am - dusk,ISL067a
Islington,Samuel Lewis Trust Dwellings,Liverpool Road/Laycock Street,N1,Housing/Estate Landscaping,531400,184490,No,"private, visible from Liverpool Road",ISL081
Islington,Spa Fields Gardens,Northampton Road/Skinner Street,EC1,Public Gardens,531320,182420,Yes,unrestricted,ISL082
Islington,Spa Green Gardens,Rosebery Avenue,EC1,Public Gardens,531450,182770,Yes,8am - dusk,ISL083
Islington,St Bartholomew's Medical College Green,Charterhouse Square/Rutland Place,EC1M 6BQ,Institutional Grounds,531950,182040,No,"private, use of college/local residents only",ISL068
Islington,St James Clerkenwell Church Garden,Clerkenwell Close/Clerkenwell Green,EC1,Public Gardens,531520,182220,Yes,8am - dusk. Church Open Mon-Fri 12-2pm,ISL069
Islington,St James Close and Clothworkers Almshouses,1-8 Bishop Street,N1,Private Garden,532170,183770,Occasionally,"Has opened for OGSW. Otherwise private, for residents only",ISL070
Islington,"St John's Church, Upper Holloway",Holloway Road/St John's Grove,N19,Churchyard,529700,186650,No,"closed, partly visible",ISL072
Islington,St John's Churchyard,"Jerusalem Passage/St John Street, Clerkenwell",EC1,Public Gardens,531725,182184,Yes,8am - dusk,ISL071
Islington,St John's Garden,"Benjamin Street/Britten Street, Clerkenwell",EC1,Public Gardens,531630,181930,Yes,8am - dusk,ISL073
Islington,St John's Island Site,St John Street/Percival Street,EC1,Public Open Land,531643,182499,Yes,unrestricted,ISL074
Islington,St Joseph's Church and Retreat Gardens,Dartmouth Park Hill/Highgate Hill,N19 5NE,Private Garden,528429,187310,Occasionally,Has opened for London Open House,ISL075
Islington,St Luke's Church and Gardens,Old Street/Helmet Row,EC1,Public Gardens,532300,182450,Yes,8am - dusk,ISL076
Islington,St Mary Magdalene Gardens,"Holloway Road/Madras Place/Liverpool Road, Lower Holloway",N7,Public Gardens,531260,184930,Yes,8am - dusk. Church open (creche),ISL077
Islington,St Mary's Church Gardens,Upper Street,N1,Public Gardens,531760,183860,Yes,8am - dusk,ISL078
Islington,St Paul's Shrubbery,"entrances from St Paul's Road, Northampton Park",N1,Public Park,532570,184900,Yes,8am - dusk,ISL079
Islington,St Silas Church Gardens,Penton Street,N1 9UL,Public Gardens,531051,183302,Yes,8am - dusk,ISL080
Islington,Sussex Close,Bavaria Road,N19,Housing/Estate Landscaping,530223,186750,Yes,"private, but publicly accessible",ISL084
Islington,The Jewish Burial Ground,Kingsbury Road,N1,Cemetery,533270,184954,Yes,appears unrestricted,ISL041
Islington,Thornhill Crescent,Thornhill Crescent/Bridgeman Road,N1,Public Gardens,530801,184154,Yes,8am - dusk,ISL085
Islington,Thornhill Road Gardens,Thornhill Road/Malvern Terrace,N1,Public Gardens,531134,183920,Yes,8am - dusk,ISL086
Islington,Thornhill Square Gardens,"Thornhill Square, Liverpool Road",N1,Public Gardens,530807,184050,Yes,8am - dusk,ISL087
Islington,Tibberton Square,"Popham Road, off New North Road",N1,Garden Square;,532176,184001,Yes,unrestricted,ISL088
Islington,Tufnell Park Playing Fields,Campdale Road/Tufnell Park Road,N7 0EG,Public Park,529467,186041,Yes,8am - dusk,ISL089
Islington,Union Square Gardens,Union Square,N1,Garden Square;,532242,183605,Yes,8am - dusk,ISL090
Islington,Vernon Square,"Vernon Rise, Finsbury",WC1,Public Gardens,530817,182900,Yes,unrestricted,ISL091
Islington,Wesley's Chapel Burial Ground and Wesley House Garden,49 City Road,EC1Y 1AU,Churchyard,530817,182260,Yes,"Mon-Sat 10am-4pm, Sun 12.30-1.45pm. Closed Thurs bet 12.45 & 1.30pm for service, and between Christmas & New Year, Public Holidays except Good Friday",ISL092
Islington,Whittington Park,Holloway Road,N19 4DJ,Public Park,529800,186430,Yes,8am - dusk,ISL092a
